name,QC01,B17,D10,A13,D18,B14,C07,B06,B04,QC02,D08,C11,C15,B08,A08,D05,D13,A09,QC03,D03,D12,A15,B10,C14,C02,A01,B18,QC04,C12,B07,C04,C17,C01,D14,A16,C13,QC05,C03,A05,A03,D04,C09,B15,D16,A07,QC06,D15,C10,A17,D07,B03,C18,B05,A04,QC07,A18,D09,D02,C05,C16,D11,D01,A06,QC08,A14,B02,A10,B01,D17,B09,A02,B13,QC09,C08,D06,B16,C06,QC10
12733,89379.53549,74635.98653,91901.5459,71810.28354,71451.955,80216.12043,55770.55094,108631.262,62859.63433,75789.98889,59314.62216,70787.74011,57659.33209,68189.96081,77957.10381,72627.29187,74219.87055,58928.31694,81760.95988,58030.52898,66487.08514,76719.36781,77214.68879,78903.24345,52760.27617,71859.32291,84242.81106,78806.15697,83469.34717,57788.07965,61028.14262,66830.50497,56230.5391,70242.6818,76115.08098,54511.26635,71342.14444,39276.2325,68499.62456,48288.18565,49472.09,70041.23119,51577.01294,77467.0354,68735.52706,76244.92087,80327.8335,57822.99847,63736.272,78285.06604,45727.27775,46412.51176,52376.43367,51975.49876,68234.37006,48080.56606,80181.35347,54538.55517,63701.13563,59453.53944,59226.36889,75847.51167,74632.69167,70556.72139,70174.49725,66123.3835,61331.25006,67969.23117,77951.18471,86122.76305,64381.887,58863.36,67092.06667,49027.6842,82909.86361,71695.53378,60149.38353,63736.58394
12768,18073.75858,9347.417133,12417.13575,19086.49275,14037.19078,13737.44017,14289.26502,13791.45805,20253.82632,13899.16263,16197.04707,29722.18105,9047.076118,15309.67454,15671.46823,13391.47822,26036.49449,5067.376762,17191.53521,19007.95625,9792.581218,10039.72167,8230.293444,14571.87195,13919.52711,18596.7057,16960.7565,18321.35761,8529.804647,10802.99548,15889.93573,14426.71204,15562.68071,12384.48119,13381.37647,7574.45,14845.89235,8613.181615,15589.93288,8399.3325,19472.74714,7093.889875,6708.140604,10758.18313,14742.49111,17147.67353,21163.0242,6314.373,10015.39765,13822.89653,7230.278336,14746.17414,10657.5975,14659.203,13080.0275,13108.95047,10857.21245,15356.6185,15069.53384,12243.83495,15348.59941,22327.2,8111.468229,17636.38179,12912.61516,12974.96727,7825.382143,16195.76635,15168.22697,8976.182343,15425.66063,9438.070714,16536.02889,10000.33597,11808.11648,12578.02232,9154.430817,16191.82507
12772,15447.11025,17976.85257,13817.73175,26923.98501,17148.55721,18537.2212,10785.35357,14224.27812,16806.12213,18230.21957,18678.37632,11559.4867,6490.152849,9846.322083,23611.52965,16708.04508,20201.74712,12942.46912,25721.75971,10649.32233,15410.87172,16412.08819,9678.931698,13861.94417,7888.299258,9365.955805,26914.17647,19540.03676,9594.165893,10415.10922,9362.31264,11580.14689,8395.009954,27958.74579,38423.69277,7817.110062,16245.49137,7748.730958,62001.27447,25003.70889,38446.42588,5953.411576,3195.99,35015.97805,15994.60831,16331.24353,15050.04883,7030.710732,44317.07167,10482.46774,6668.754147,18025.70657,15786.27442,21477.80294,13996.807,19602.78463,9212.957158,12864.825,12362.92063,6392.919067,19759.32944,24358.13188,20766.21944,12997.784,17189.97,14908.55094,38515.35284,13417.73732,42422.424,9452.734206,11600.50453,9279.796541,16922.61611,7401.262616,34043.72529,17780.07573,10770.90831,13932.34222
12780,80432.62655,76801.19781,56756.08892,72810.79855,156373.3343,175710.7413,65599.98888,88061.02771,61725.96807,84216.65535,44495.82246,125794.3411,54864.01877,45201.52485,44655.60047,101904.863,83575.13989,43326.29522,91517.28548,78510.47443,82482.23987,56203.26117,30864.2902,160522.9679,40349.27908,45305.03809,128330.3618,87263.89389,3019.982294,57475.02315,48191.41592,87123.258,37611.88224,160630.01,57193.77031,47815.569,87370.22544,51587.37037,135977.8256,66208.54456,79093.09863,31731.67375,34826.0145,38195.06596,64847.87865,86177.84311,82738.72223,28574.69809,79786.53727,79122.28764,46739.14073,87645.26613,80552.79305,78149.987,73933.62312,129755.6345,101761.3966,39018.83888,85583.47656,33727.20169,158919.6583,74637.83012,100432.9557,77603.29231,178433.218,53633.928,54109.38478,54888.58081,123042.8818,42583.05844,51982.26204,63255.19511,83799.4829,29000.25767,115126.254,42662.07391,74264.47754,83612.05426
12801,70161.15969,100864.8976,38467.79526,46234.83053,41908.06804,37410.29331,47112.32472,53497.80336,55036.73296,48056.09837,40324.242,81168.74368,46070.91392,47593.91302,36867.7741,46548.09095,64895.34482,39476.32091,52677.45183,33787.64791,27838.49028,34071.29138,37869.23843,59237.08133,56968.93765,49680.35111,62407.88284,60230.10765,57324.21911,46822.89233,82842.31227,89847.41415,80769.50263,52269.45393,53746.41071,75021.0015,47095.435,37552.49625,42098.56463,35420.53935,39723.45895,43237.23368,33913.32389,38063.49284,44539.762,49251.405,37306.82474,46802.63558,33400.28055,42697.31432,37734.98464,89313.30658,123421.1965,46767.15158,54644.84885,43363.4245,54576.31395,42405.82,65128.5011,62004.33679,50690.41867,63934.059,53273.8474,52186.2975,46244.31158,66346.02205,37236.12425,52531.27342,54431.5846,53739.86165,59854.13905,60490.71614,55763.00105,47325.789,56259.9135,51735.86957,45481.63595,49091.71142
12812,411487.0025,149617.6856,97274.47924,313015.173,350858.4282,791904.9998,682691.4632,306559.7092,470098.1369,387779.608,63578.45759,1673779.79,1870152.443,114417.562,76016.75508,259245.92,206260.8926,109545.5421,421597.3003,120636.8192,78606.28284,242875.4758,245113.4136,2484893.715,758960.1523,131359.0625,944113.3131,441333.197,868690.1761,296074.9941,865916.8881,664442.0634,618792.1197,128371.9091,57157.32959,1133522.162,446509.8499,541044.6747,336825.0105,270404.7883,249210.6116,185356.6274,628644.8088,30490.63373,390855.648,428271.4789,276682.9316,363903.2275,225574.2904,193335.9,256178.3185,1240161.021,400010.1324,326941.872,480434.9682,501253.8007,72487.92102,119787.3765,725284.3982,363005.8062,86449.26,228494.464,205231.6194,418561.3665,210659.1259,467817.6559,152078.9033,378729.9538,177731.8236,187037.2645,181773.0885,654841.5717,436570.8843,239924.415,138130.2555,130198.5213,850440.9428,425178.1003
12856,45688.24751,32515.10648,28135.73237,30514.17453,26525.41214,31006.41552,41661.17406,39054.84137,40459.58654,39820.46715,37260.25279,37231.09726,29440.63549,39692.2399,37275.26418,41559.58757,34583.5119,24811.22983,41186.50182,34776.48511,24709.36771,29480.21906,4732.857923,52043.90747,48477.64709,37552.9113,40705.13,43056.15561,38115.98311,36262.7883,47092.10981,35573.21006,50627.41075,37804.80972,37153.66647,41626.51272,36022.27383,36985.48779,49949.04902,41537.04974,29369.93267,30512.33845,23958.36124,34830.45127,47457.05249,38417.1849,26620.0977,32426.26027,23475.36789,31041.58052,30880.65211,37053.23168,39225.30024,33127.78221,37273.14033,25259.38236,30435.32547,30587.16388,39878.43905,39209.3223,31638.23405,39803.70795,36166.95519,42301.80196,36175.79446,45501.4716,30865.78813,37601.28318,29267.9945,28648.42505,36508.41338,36980.274,37635.28355,37153.54333,40255.3047,31616.21479,37715.879,36666.71822
12918,45583.0154,33919.23412,52396.89697,61451.37273,51876.44108,68037.10068,47547.28281,21306.02607,70471.55579,50589.30767,41404.67226,85773.09374,13374.51212,55049.18187,33898.37323,29877.85884,62059.74968,18968.81298,57016.07309,34993.99734,71154.14008,13581.44203,46294.14442,57830.53973,96015.07898,19668.75621,57213.89477,55652.67063,58780.96508,56042.11435,74736.28464,38603.68642,15668.13298,44533.94569,32732.97079,79187.61614,50103.59889,26855.32687,30577.46,57214.19093,42532.1985,50764.41568,11710.23957,23739.57907,43281.49,50194.76387,12866.35621,41538.04,17236.8,44023.91871,132797.1371,53221.2286,33685.63326,45018.25714,55433.8125,64928.91713,47768.36014,25137.93689,40221.8172,38385.71307,111958.5093,23038.18,14200.79457,46678.4836,62803.2258,60514.57093,113161.0341,20599.1602,62412.24,42349.11505,30326.532,59948.1654,53877.2052,24052.44571,15037.63863,39805.44667,13148.19356,57815.93953
12937,5870.142578,2125.646857,4027.364,1663.073425,3774.633657,2444.033333,3877.837152,6357.312419,4650.794718,4003.834635,3932.086324,5755.521893,5092.432973,3490.58925,4357.462321,2484.755,3294.589742,1543.976,4451.854517,2939.861667,1903.942,2877.886167,1523.285634,2420.54975,6077.74762,1837.5018,7197.21,3731.502857,4042.66,2261.541626,12594.67368,2001.29,7012.782556,1900.460333,4927.848953,2183.44,6914.877143,4795.643571,3965.8164,2443.8685,2251.987683,3142.4005,2686.875,2843.82428,5247.843333,5977.884571,1612.271558,1804.992,10227.42,4017.8988,3840.622857,5056.286667,3415.843943,9324.63,4859.485714,4589.7775,3189.7344,3655.817143,7689.363333,2184.453115,4279.183333,5135.13,5688.88,6140.134286,2868.216,7830.999,7101.902954,6925.822464,4422.6336,5202.156525,4438.078333,2319.408,3823.408333,4534.4565,4555.992533,4259.166667,5604.421875,3400.625
12943,32094.53406,13631.79228,23151.875,18480.79813,34342.06623,17232.15011,4543.435258,33995.1028,23286.49839,32951.0747,48080.97754,31724.60726,11847.36919,22996.13177,24187.34127,20363.401,22241.66983,28898.037,28603.71068,48438.76816,19718.31157,12723.74191,44789.7077,38372.89478,34724.75921,49110.21093,76957.24638,28022.30782,11877.9056,1150.38,19620.01192,24320.74406,41171.24285,35539.07874,22218.19471,12550.76571,33748.02222,41947.3375,21065.9472,37798.95281,22917.4425,16655.97771,4268.94,16419.6446,25131.624,26128.61548,28437.0843,52821.25224,21982.44,10728.56978,27531.98214,74327.61,20853.30778,23539.586,25438.49733,66107.38008,31607.88919,18306.89342,22558.676,35600.98375,30637.60472,65777.80923,30321.55288,22765.55657,37215.10674,21736.9331,37592.4652,27025.68095,26197.0463,22974.23373,23309.04333,9527.128333,36194.1899,29010.876,45720.32188,26676.348,28180.15089,25998.79275
12946,50064.29895,35512.83757,47068.53347,27521.70313,27462.858,44264.841,42219.01333,32206.49357,50388.71036,50209.33176,22957.28974,48678.57143,29988.15906,26286.68462,19605.50658,20620.52995,43837.96906,13888.42688,35877.99967,28947.58624,21546.02455,18825.64942,36573.70933,53612.205,31808.90183,256830.978,60104.104,43373.80433,32529.63919,23865.0048,67044.40076,40810.27965,67321.79275,32611.329,42076.54588,34136.08237,59460.9555,32635.7,38135.94482,37717.97943,53536.19211,24089.98718,16689.11697,55538.3562,44276.76581,42811.06047,29202.09806,52148.57458,29927.74858,36305.27097,23022.06914,50585.44,23761.50002,32480.64597,41766.852,30129.31139,27463.24575,16145.42438,40710.38482,39804.07761,30483.65974,45471.79504,27301.28667,43102.34525,36292.64661,38710.76,38155.96051,58566.57647,42143.13671,23386.965,21931.28507,24507.9744,45348.72632,25190.80887,25339.16187,48745.55309,36727.37011,42242.64027
12997,30137.70266,34907.96167,31970.12818,54030.28374,23434.52584,23079.31091,12277.36269,43915.96883,30002.71861,35255.36018,27068.60001,25430.98949,19439.84341,42108.83127,36178.11383,24425.56714,48822.46467,29522.63625,36002.57002,23398.44928,22501.32853,24424.43368,27294.78735,28944.64747,14959.11657,43488.79176,50277.39565,31546.40526,27442.81128,20817.10552,22206.60048,21172.20033,32751.56526,14493.94832,28849.10518,30555.75667,45789.35952,34536.62797,22927.00818,26626.81294,27907.9275,26713.52156,22701.49238,37244.01939,34665.02623,51594.37091,48791.64993,33404.57807,29634.33392,20045.84163,25150.26369,37657.00941,36180.75475,54686.08296,34806.87524,35792.99047,72376.671,24671.89846,18105.87692,27624.81882,26750.425,92764.41342,45887.48783,34845.80112,24067.49355,18864.036,28257.67729,52905.79233,43442.47273,43451.59,27176.97231,51403.58235,41343.9,26746.63135,56111.237,44476.45767,41245.14665,34474.44941
13003,20723.88632,15180.9767,8335.338,15301.12848,13461.4302,9161.465362,20945.94482,25234.65986,18147.54352,19753.58006,39752.12,16062.96818,10024.28595,34659.42627,29978.25625,10734.22254,15903.55707,5443.295866,15677.64471,22719.90904,7645.577727,14029.77314,5679.206742,17430.95695,8717.140082,9723.093231,18372.75855,15628.62,13529.581,13003.41265,12414.74429,32479.45692,20858.6336,7394.168167,18246.6438,11120.09048,18357.32944,19271.00506,18298.45845,19788.54062,10095.82138,12750.0747,8153.099315,19598.09365,15156.45912,18461.94436,25371.15546,7010.594145,11515.97222,17271.8317,15973.7528,22324.8849,13551.47632,12991.58661,13274.59291,17215.61687,47987.05153,8188.603556,11726.07801,14522.93742,14264.52621,20980.21567,11172.37687,18756.23062,9579.442474,12938.37738,10094.78808,16852.31498,20739.13233,14861.80878,11599.17565,12822.62602,18974.34732,22661.45753,22137.22983,18177.4605,15485.0999,19553.28648
13025,13038.87838,9549.498523,12607.21322,20596.67368,7932.751824,4808.31154,8028.8418,9060.139375,11665.24198,13898.87625,5909.20275,5374.190311,4391.476501,7774.405421,18632.7042,11394.7625,17484.65535,5260.395462,11170.25919,21028.09132,17792.73407,28870.46259,20827.3784,5545.598572,5582.108646,8177.643158,12022.5475,11113.70184,4071.108582,24911.87719,6147.494794,5382.615364,6335.403231,7715.5775,13417.95889,4528.403875,12788.57833,3002.211625,42965.79029,14275.00083,74553.25015,3990.640224,6543.268938,15164.61632,22598.64787,13429.62544,29784.65907,8204.525842,24692.34937,14591.4955,13506.14176,9282.91208,123205.8516,19091.085,13772.73729,7612.838455,15709.436,12372.23572,4814.288352,4888.777624,7066.474412,12153.35294,15485.79749,12424.0896,10882.56421,8317.664244,12231.25578,12974.3005,50838.40943,12325.35924,10696.04448,27306.76273,12805.50769,4641.094565,6554.215222,7209.903125,5534.920855,12413.8797
13038,15703.90078,15156.65894,18990.01103,21841.09642,18807.21005,9468.150642,3739.666401,13194.45576,37725.88915,14932.23936,12892.99734,5637.276398,2128.275757,12176.23016,16086.35999,14573.29034,32930.57669,12913.15166,15629.3776,32094.7998,12019.61694,14410.0616,10508.1529,5487.602539,3324.593852,39812.03776,22967.755,19865.87793,6574.889798,10860.23016,5181.167603,6396.364702,4025.506636,9654.084841,16961.14256,6121.852926,15807.31664,3846.342595,29932.85833,19546.596,23721.6075,2633.6,5383.884125,17923.95,24138.75285,17050.95,25785.81514,4503.5808,7723.609091,23428.17571,9659.736385,7734.074624,10389.50667,15557.49333,17174.18182,14626.97667,28327.18,21145.5859,6610.847409,2964.391502,17771.04545,25949.41069,15833.02839,15002.309,10804.93882,22392.09364,16002.567,24477.49722,19150.50343,8880.342857,28496.27354,10782.47917,13652.75,3191.3224,22122.72333,11685.65164,5443.140793,17233.76909
13067,37183.2587,36212.71867,24945.22868,46681.37552,22409.90222,29937.97614,23168.76411,23977.67758,30050.11152,36359.22087,48090.81139,23563.932,15804.97084,21204.72852,52445.37166,81224.87779,70459.03806,42617.17322,45657.62658,33982.67005,32149.24809,776.88,20881.14176,20429.68691,26165.14274,32844.07135,28304.62957,39869.76237,22816.83484,20452.05944,54131.19756,22088.41078,20783.50385,25814.90698,55546.09109,29083.82709,40606.16312,9865.217636,122738.3028,43282.82578,67170.83717,29360.268,17385.08922,49450.81547,59276.30673,44705.33871,22950.40958,11828.592,37062.529,49241.24304,22032.135,14989.47955,39749.13437,41713.46595,41191.79694,19477.46737,41752.8735,56975.43987,28746.20722,20867.08484,30982.56425,36880.33957,37711.71661,40390.88696,33198.17333,55449.05235,33216.58437,31754.51751,53955.75161,32125.35556,77895.86917,35136.08522,43322.62261,25878.46187,35392.81331,35294.33588,21149.89532,35764.27565
13119,13514.65905,10174.04921,3836.6905,39983.082,11788.80923,28735.49769,2767.0016,2457.016667,10988.71129,12438.90041,23702.46,7225.357512,3713.22,9596.790714,26295.555,36759.30916,34399.91833,28308.10851,18742.19132,23243.06489,19874.06286,5758.8912,10189.97085,7079.009308,6379.999049,5061.875882,7979.140077,22311.78438,7748.465074,3899.518182,5986.013683,6452.009597,3371.197914,22410.96278,6038.8135,6746.29163,10440.96,9070.313571,97228.33713,26678.9258,36833.7704,17473.29098,8019.86112,5863.87278,15482.71231,15703.19473,6480.49946,6787.674667,11098.28814,15089.46156,6991.074614,11039.41929,15724.99032,2840.3765,13874.99666,10983.51282,25585.67717,12388.78804,13808.94667,11138.34456,19534.08,13173.13846,14329.24599,13358.98143,2764.777143,12923.5231,479.374,11649.82538,12181.89151,8283.754286,16027.75717,10336.10492,12736.11404,4942.873,4255.17,7121.66,7307.616,11891.81338
13133,29003.56006,32665.56517,20799.22338,26684.55049,33606.75588,33276.04463,29473.36817,38797.64576,55140.77728,38752.36302,22620.56817,22192.11615,14063.99522,21952.304,22580.96574,19876.17894,36503.82448,15989.39421,32830.63105,30072.25356,16947.69333,18212.22169,18330.29853,35059.75,37963.92383,41610.70838,49855.5033,37165.43536,17078.36322,30385.86476,41631.52983,22276.104,39318.65858,35846.15516,22345.22447,19997.14934,24557.25368,18809.79333,23353.42308,23253.43615,36863.38516,13198.58938,10600.76,27088.77194,23211.4482,29243.48011,20725.0353,11408.6415,22575.45554,23268.13125,15982.01938,26388.67948,12875.6505,36290.72087,27236.45916,21448.84498,33245.744,19754.32928,14858.67263,22196.8365,25633.20879,42457.30841,24331.81785,26246.38488,23551.99819,41377.68235,20851.91467,38480.7679,35596.6,34591.0643,34012.90981,22210.87576,27702.67536,13066.62869,18769.50159,23983.79438,15086.21779,27794.83768
13137,4492.245094,3539.296761,4276.151697,4385.901953,5293.199134,5261.952132,5387.82739,3864.835522,4225.546004,4337.64375,4073.350328,3986.706785,6001.116369,4161.482412,13415.7477,3771.750416,4384.043987,5986.786173,4617.038658,4753.031961,4443.102881,4545.10077,12760.2535,4005.94171,3336.325133,4939.693213,4670.16,5261.714608,4420.102855,5401.670171,2992.20293,3741.769263,2721.384155,3999.285194,4843.756773,3874.231419,4564.757209,3452.632143,881.89025,2455.31,2440.35,3613.61,3895.242857,3917.724167,4551.92,3859.25,3440.96254,4486.92,3951.030663,4513.237012,3908.8686,3611.920312,3329.94,2051.016,3502.4,3867.301,4168.560875,3086.899752,2997.813023,2083.644,3580.794477,3257.231388,3375.018686,3923.163636,3877.061093,3681.575998,3144.7185,4421.515622,1704.3824,4756.22041,2994.514567,3699.781738,2550.93,4109.388138,2984.088203,3112.593333,2925.894462,3324.328
13138,6586.279846,9117.538462,7025.688077,9362.741818,5848.660125,8413.12,9012.198643,7322.1765,8140.701538,5585.54125,6325.132545,7533.514154,7253.906923,6090.714,8999.189231,9445.807923,8346.826983,6500.399091,5374.977273,8386.732846,7345.840385,8884.731692,7218.493154,7652.143154,7081.015083,10113.81236,4495.861818,4862.486154,7350.937778,10802.48,6170.475385,7705.802857,5297.04,8429.4075,9585.482357,10508.61214,5430.538462,8400.161,7754.734385,12318.5,7422.280615,5807.641154,7767.408462,6220.325308,10414.17309,6953.849231,8290.982,11197.1862,10417.64202,5790.372769,9416.419692,4913.709231,6497.393538,10816.36414,9004.518874,7540.045846,8761.064928,7435.306923,7494.887873,8708.499429,6082.142308,8081.892687,6920.435083,5022.781538,6688.661538,6480.62625,6470.627182,9151.598888,7131.997385,9297.919528,8452.937806,7998.906154,6195.181538,7034.041538,8088.468615,9533.318033,8791.520009,6120.622308
13185,18077.46155,8706.613363,5128.46344,12203.56283,3255.285145,6221.621552,13880.50611,13940.23385,29004.26892,9783.224538,8502.267936,27118.71848,17582.91557,15822.97523,13023.32996,10486.21485,4359.598938,4389.904497,9850.6044,4312.56,2782.35,6377.433615,6780.364019,12719.94537,18286.57923,8078.238385,7779.2835,9108.419678,15780.44692,8771.010769,28078.00578,9093.702592,18600.4035,4721.645599,9482.089,12488.17456,16773.26878,21921.67133,13719.97362,9393.652166,8338.033333,10303.85242,6405.789091,6414.649417,11361.28538,9470.830769,5560.65,9922.306667,9584.425,6976.724254,6199.998813,19440.63692,19002.63038,13279.7442,12778.54167,7184.40325,5803.99975,7735.428556,24859.13908,25298.92692,4045.624,8826.329167,9389.139091,14236.09615,6989.4825,27809.34438,11941.06307,21730.95571,4923.471333,13205.24308,11708.52923,17153.778,9283.959112,16730.80454,12502.96654,12973.87216,17327.14757,11882.85645
13188,24767.10863,20695.285,20657.78571,23995.615,36535.66717,35684.471,17938.44333,12782.871,35353.423,24286.76545,17435.964,58414.15579,14229.15724,26835.85391,15409.2915,22236.48,39170.12474,11767.90286,25342.395,26581.15111,24143.41875,8959.92,21102.0975,40124.90462,32512.6425,12810.97714,29876.31575,27384.02333,28354.75125,23763.0723,18772.99667,20256.24857,12689.10667,19121.19375,22052.59875,40606.97937,24495.9308,11048.82394,24388.21461,9126.464385,29054.35685,20966.12847,8402.490311,16175.17704,18783.48947,27147.12376,2149.056,22555.55792,10242.88725,19236.15992,53370.61212,29410.26219,27440.4841,13214.44615,28345.04937,35885.51542,31889.06269,14834.47725,28065.25964,25409.42381,58059.05666,21090.31029,12050.66734,24241.96005,32526.46569,24840.81958,11759.40015,18308.13864,21344.08142,25426.8764,12862.54082,28650.12893,8975.428,12314.13248,12108.224,12838.46685,8880.31454,25152.6882
13197,59354.58613,1809.192,37262.01196,38060.67095,36021.73687,33207.89755,42499.69107,34596.55285,44505.70566,59083.65328,27599.66998,59826.21811,41967.71153,40048.20128,38350.94327,28054.29631,52729.66778,19122.08094,41497.45152,27308.36265,24838.8641,33953.70911,33285.79401,40322.70124,36050.09401,25272.52526,55405.37523,45945.113,34487.72891,24744.39557,56835.34114,38622.41344,56219.71974,27914.11221,37696.21709,41884.18639,73553.23067,36150.70569,36231.85971,32009.5446,26838.13676,46347.98873,40871.08329,37662.62445,48925.227,40418.28732,36369.50786,32769.24444,33758.48409,35756.12661,25665.74412,63043.0565,33330.505,50235.21367,45152.80857,51849.06609,36613.42757,32078.76861,48511.14742,61089.46548,42273.49717,43299.234,44556.88211,51762.249,45717.0648,47363.498,48153.51161,65095.44561,37896.82789,41303.33185,44584.236,38938.55188,58732.57767,38991.43752,43046.26923,43320.68459,37008.05957,45163.917
13213,6513.075753,6620.167969,7054.317801,6322.310093,8064.436092,7447.061765,5910.676566,6497.093471,5597.130628,6038.946564,5270.922196,6226.530599,5124.222151,6859.664775,5353.661314,5528.570302,6257.82831,5826.602907,6079.69489,5253.936857,5727.44441,7991.673745,7675.042685,5201.288897,3777.782135,6373.931136,6576.444286,6311.334542,5169.494141,7742.01416,5262.803892,5117.06652,4387.805339,6228.644446,6017.34668,5186.608494,7162.709357,7053.359253,7029.380842,7359.292143,7710.375759,5774.11003,9017.441005,7387.869821,7162.553533,7008.253824,7198.232269,7543.011438,6496.227679,7067.856429,7379.969333,4863.120477,5344.219827,6346.2438,5988.696786,6710.626643,7684.317333,6230.286865,5194.380689,4342.922062,6347.539,8612.640944,6651.577733,8066.016,6297.731533,6952.772125,6065.867157,5285.345714,7473.322606,5894.9982,6580.761429,6135.737143,6980.294647,5228.85375,6050.22,6262.855,6108.277083,5189.649255
13229,53246.313,40848.70923,24293.15,209395.1818,50775.13817,41679.42308,222036.6383,30426.44344,55951.90889,43139.04,36149.0162,15690.08432,7028.176291,31261.04178,59245.42,19962.8,122551.9386,44503.83,43994.39,103906.5028,42452.6848,56665.1,25508.19556,18496.99667,56934.00565,89510.23545,59410.56,40340.78,18901.97373,14983.1,11876.63194,14794.74832,76794.33783,58560.825,234815.9432,12845.49828,45940.718,18698.65135,45853.76,117170.9,135260.32,36354.36798,52618.87091,113968.1278,47651.94727,52294.08,68980.53909,31969.889,140967.7486,55718.75982,3066.223571,10236.1845,10631.4,101082.85,50543.14833,70736.46875,68221.153,32957.5725,19713.53237,15431.45135,55444.08333,309955.8803,22592.768,46766.82,92993.93491,35205.82275,94920.10667,87635.2844,189304.5,18709.13,6829.854125,44134.41177,47837.80167,13064.71749,49245.19167,33343.50927,16364.88501,46728.975
13266,35746.13276,17343.82667,60665.62775,18993.50166,14174.4076,24660.08199,3224.962746,29079.70871,39621.99545,31685.01826,25544.63351,3698.889781,4150.068699,29392.55759,27921.25834,30069.77808,26792.51802,19055.06592,23240.11622,42115.01219,22390.19756,26607.41383,18196.00004,3986.314087,3163.446084,36659.11324,18983.28788,28786.12891,5365.380091,10929.2988,2864.625103,2107.44325,1948.19583,12172.80675,46757.19016,8108.075896,33291.21135,3950.607692,30673.82344,43596.11856,25341.47963,6589.715696,23355.92665,32032.53683,38414.05976,25359.39917,19694.67,3428.416688,21985.01041,21025.69028,23841.06667,7755.901929,14537.221,25804.63029,27679.23,34521.39033,36510.68668,49406.81606,6159.533471,3887.107125,17985.09913,62982.08442,37145.57,30504.28838,13785.9356,53466.27761,19331.70036,48480.84237,37336.43637,21997.50789,48402.05342,11382.7235,32666.8644,1887.730909,49880.244,35602.77882,923.6006003,25422.829
13276,263262.899,235131.1762,236710.4932,360811.2734,180331.889,352699.7466,190394.035,189520.6438,194977.6726,195625.5085,276437.6347,186210.351,174110.174,189287.7261,321127.0858,335666.6265,376722.1567,210283.2118,178867.8013,231691.5153,172369.6235,100990.0499,110762.6796,169211.6174,152653.4237,122134.223,101778.754,147517.5194,80172.07861,76623.45516,89105.41536,40573.84062,54263.65996,165094.7744,94131.75265,79005.9615,171029.7093,116938.424,814708.7086,228895.7981,391957.5411,138526.5873,89646.4011,93190.12857,164677.058,143497.5606,80068.97755,89873.48781,123659.988,143908.7293,94217.50885,60852.41449,152896.522,176723.0558,130463.5889,96578.74402,213288.1344,130778.434,89619.41459,85706.26815,189104.0291,132822.8824,127578.4725,123875.2253,161455.0011,119541.5938,117317.8752,85909.646,105040.5616,74836.34057,160392.9005,95490.63023,115491.316,90396.42597,131857.8215,82367.06274,67874.07398,121297.9579
13321,105846.5075,29266.42235,173117.2955,49062.02592,106924.3855,19893.19699,110493.9281,33724.604,152713.575,110320.9756,101150.5867,95115.0265,49475.055,129463.0712,49629.81915,14074.12649,77029.83333,126706.6985,77011.37888,192206.925,47820.10852,147021.3925,74032.95059,56191.10844,14230.30317,121282.5972,113742.4336,86071.40302,37646.0696,170085.3221,60138.60769,64004.23161,84913.57236,47758.695,25123.06689,11313.00383,90075.0796,203917.6892,26795.01946,164537.6821,383968.1612,77110.28492,47683.55978,12324.69125,260568.0554,69282.5165,239453.2695,139929.6439,85400.10827,307751.8401,68743.65369,87879.64706,8593.906189,293437.5776,97613.50519,210127.1958,122803.625,29351.91538,32049.92,5007.678653,54402.25629,194164.7879,31459.98929,100286.1892,48197.94571,13890.42698,268215.4813,32598.44582,100087.2449,104948.48,25494.40653,21741.20744,93436.37639,70315.12806,64911.34336,16261.0804,34418.33333,67633.6474
13327,78299.9786,64582.68283,52890.8538,80191.65767,43185.31059,67970.85746,64580.4471,33329.76177,84875.17722,77007.71294,74743.55178,106703.6416,90363.80311,88352.11817,81202.7747,57794.09037,91714.37014,45760.43517,73539.69072,84089.99654,80539.62064,67993.78743,45178.343,74353.28722,93770.51295,78754.44845,69270.12826,72217.97516,72769.72828,48345.64869,115531.6311,80226.92296,100172.8491,58025.23407,127314.5309,74499.39655,78108.37558,69950.97067,61955.66611,64188.64332,72522.85343,44652.916,41551.86296,111136.0482,97768.10584,74020.32174,73462.126,40194.86763,53655.57474,46971.3798,59940.99258,44271.03963,43899.41886,63231.91958,69259.409,37559.8275,41190.825,62601.36235,59824.24074,101007.4597,85815.72593,76316.5438,39014.60983,57977.47853,46518.074,90677.73405,61893.8064,82912.3932,62363.78421,69321.79981,76551.86432,54429.28864,72151.5789,64752.12195,29168.81695,113169.9803,48723.07365,74012.65533
