"","giniImportance"
"X16878",0.0681244562197349
"X16889",0
"X16950",0.00375
"X16972",0.0706955128205128
"X16974",0.27000536663217
"X16989",0.0143888888888889
"X17001",0
"X17136",0
"X17162",0
"X17248",0
"X17302",0
"X17350",0.0102
"X17351",0.0475931034482759
"X17400",0.00760952380952381
"X17432",0
"X17503",0.0347254154447703
"X17554",0.021
"X17623",0
"X17648",0.00369230769230769
"X17677",0
"X17704",0.00375
"X17731",0.0182857142857143
"X17782",0
"X17838",0
"X17895",0
"X17938",0
"X17986",0
"X18016",0
"X18034",0.002
"X18078",0
"X18138",0
"X18164",0
"X18165",0.0137777777777778
"X18169",0
"X18174",0.0126315789473684
"X18196",0.0322904195804196
"X18229",0.01731
"X18252",0
"X18303",0
"X18308",0.00378947368421053
"X18309",0.00662525879917184
"X18333",0
"X18337",0
"X18409",0
"X18471",0.0109647058823529
"X18483",0.00363636363636364
"X18568",0
"X18639",0.00836842105263158
"X18708",0
"X18710",0.00356862745098039
"X18720",0
"X18741",0
"X18747",0
"X18751",0
"X18758",0
"X18940",0.0372209150326797
"X18950",0.0230433536985261
"X18964",0
"X18967",0
"X18974",0
"X19081",0.0401049736315694
"X19094",0.0438058241771277
"X19103",0
"X19104",0.0186923076923077
"X19147",0.188442598202508
"X19158",0
"X19170",0.0158333333333333
"X19175",0.00940306513409962
"X19204",0
"X19245",0
"X19251",0.0126666666666667
"X19284",0
"X19322",0
"X19358",0
"X19378",0.0838822408747554
"X19382",0.0914157636738906
"X19416",0.00363636363636364
"X19429",0
"X19433",0.027075
"X19440",0.00710526315789474
"X19452",0
"X19465",0.0038
"X19512",0
"X19531",0.0127636363636364
"X19549",0
"X19550",0
"X19555",0.0244028571428571
"X19558",0.130947138797766
"X19564",0.0032
"X19699",0
"X19834",0.0424614574634948
"X19875",0
"X19891",0.002
"X19905",0
"X19950",0.201606466353589
"X19953",0
"X19970",0.0237798941798942
"X20001",0.003
"X20017",0
"X20040",0
"X20067",0
"X20178",0
"X20225",0.0536038095238095
"X20231",0
"X20244",0.0150890756302521
"X20277",0
"X20281",0
"X20289",0.00366666666666667
"X20308",0.0824309742239984
"X20313",0.0258118022328549
"X20356",0.0274066574059783
"X20372",0.00727272727272727
"X20400",0.00529411764705882
"X20426",0
"X20437",0.00321904761904762
"X20444",0
"X20445",0.00909458428680397
"X20464",0
"X20501",0
"X20515",0.0105
"X20560",0.00841909814323608
"X20637",0
"X20684",0
"X20699",0.0109963636363636
"X20728",0
"X20730",0.00642222222222222
"X20747",0.002
"X20784",0.00711111111111111
"X20827",0
"X20839",0
"X20863",0
"X20867",0
"X20886",0
"X20900",0.00693333333333333
"X20967",0.005
"X21014",0
"X21020",0
"X21064",0.0032
"X21078",0.00727272727272727
"X21080",0.0106909090909091
"X21096",0
"X21099",0.0149333333333333
"X21111",0
"X21167",0.0314759552042161
"X21205",0
"X21225",0.0740520085768168
"X21258",0
"X21282",0.0138878648233487
"X21304",0.0284856140350877
"X21331",0
"X21347",0
"X21362",0.0209869281045752
"X21395",0
"X21435",0
"X21438",0
"X21488",0.263214332135782
"X21518",0
"X21519",0
"X21527",0
"X21529",0
"X21532",0.0401228778467909
"X21543",0
"X21547",0.026783768115942
"X21557",0
"X21562",0.0038
"X21634",0
"X21640",0.016427807486631
"X21682",0
"X21685",0
"X21697",0
"X21722",0.0038
"X21731",0.00975
"X21735",0
"X21772",0.00266666666666667
"X21778",0
"X21785",0
"X21816",0
"X21832",0
"X21861",0.00866666666666667
"X21873",0.00466666666666667
"X21878",0.023025641025641
"X21879",0
"X21900",0.0043921568627451
"X21905",0
"X21914",0.00371428571428572
"X21919",0
"X21921",0.00685714285714286
"X21955",0.007
"X21964",0
"X21986",0.0884525990450254
"X22021",0
"X22044",0
"X22086",0.007
"X22105",0
"X22136",0.234944982654858
"X22138",0.052993265993266
"X22161",0.006
"X22218",0
"X22242",0
"X22266",0.00375
"X22278",0
"X22279",0
"X22293",0
"X22298",0
"X22323",0
"X22339",0
"X22358",0
"X22361",0
"X22394",0.0135859649122807
"X22402",0.0446252100840336
"X22404",0.00839553429027114
"X22427",0.003
"X22431",0.0038
"X22445",0.00988235294117647
"X22460",0.00378947368421053
"X22462",0
"X22466",0.01
"X22483",0
"X22486",0
"X22489",0
"X22491",0
"X22508",0
"X22528",0.0038
"X22530",0
"X22532",0.0115384615384615
"X22583",0
"X22628",0.00371428571428572
"X22632",0
"X22635",0.00333333333333333
"X22687",0.119886704511031
"X22689",0
"X22693",0
"X22772",0
"X22790",0.00525
"X22822",0.00373333333333333
"X22825",0.0134458502024291
"X22836",0.026752380952381
"X22843",0
"X22844",0
"X22868",0
"X22889",0.00369230769230769
"X22942",0.0323722222222222
"X22958",0.0032
"X22969",0.005625
"X22997",0
"X23005",0.0347807486631016
"X23035",0.0105434368530021
"X23060",0.00377777777777778
"X23062",0.0096
"X23070",0
"X23091",0.003
"X23096",0
"X23102",0.02
"X23167",0.0142308802308802
"X23190",0.0075
"X23207",0
"X23220",0.00371428571428572
"X23232",0.166127744646246
"X23233",0
"X23267",0
"X23287",0
"X23330",0
"X23355",0
"X23403",0.0207914438502674
"X23421",0
"X23452",0
"X23494",0.00375
"X23511",0.0168435483870968
"X23584",0.0343073684210526
"X23631",0.0193282051282051
"X23645",0.152751159717475
"X23658",0
"X23662",0.0130909090909091
"X23697",0
"X23715",0.337462664957772
"X23729",0.0145254901960784
"X23731",0.00991452991452992
"X23748",0
"X23791",0.00266666666666667
"X23832",0.00695
"X23866",0
"X23875",0
"X23877",0.01375
"X23883",0.0195513897866839
"X23906",0.033013781512605
"X23914",0.0134461538461538
"X23922",0
"X23943",0.00375
"X23979",0.0683040225778989
"X23984",0.022009653092006
"X23991",0
"X24006",0
"X24024",0.00376470588235294
"X24046",0
"X24060",0
"X24064",0
"X24079",0
"X24100",0
"X24150",0.0457565789473684
"X24171",0
"X24217",0
"X24236",0
"X24251",0
"X24266",0
"X24291",0.0236334336458175
"X24304",0.00872727272727273
"X24307",0
"X24334",0.0101333333333333
"X24342",0.00376470588235294
"X24355",0.0109206349206349
"X24357",0
"X24372",0
"X24388",0.0163831295410243
"X24434",0
"X24471",0.0260034491634492
"X24485",0.0216109803921569
"X24493",0
"X24519",0
"X24529",0.00376470588235294
"X24549",0.302315608683515
"X24584",0.0319648795648796
"X24603",0
"X24615",0.004
"X24642",0.0485112942784769
"X24684",0
"X24706",0.0365506775832863
"X24729",0
"X24768",0.0486472004878506
"X24777",0.00715789473684211
"X24779",0
"X24794",0.171454710975299
"X24802",0
"X24864",0
"X24893",0.0738196078431373
"X24929",0.003
"X24937",0
"X24982",0
"X25055",0.00384
"X25071",0.003
"X25084",0
"X25104",0.0321282051282051
"X25185",0.00373333333333333
"X25198",0.00385185185185185
"X25203",0.0585619961176325
"X25207",0.0116767676767677
"X25214",0
"X25245",0.482253194645211
"X25260",0.00654545454545455
"X25262",0.0298453159041394
"X25272",0
"X25285",0
"X25299",0
"X25301",0.00676923076923077
"X25354",0
"X25362",0.00723636363636364
"X25365",0
"X25429",0.0107301587301587
"X25441",0
"X25453",0
"X25458",0
"X25488",0.0032
"X25491",0.0096
"X25506",0.012
"X25514",0
"X25543",0.00355555555555556
"X25561",0
"X25578",0
"X25585",0.0130836438923395
"X25593",0.004
"X25594",0.073345825426945
"X25596",0
"X25634",0
"X25658",0.0150424908424908
"X25661",0
"X25676",0.0258001587301587
"X25718",0.0072
"X25720",0
"X25724",0.00378947368421053
"X25755",0.00363636363636364
"X25768",0.030281746031746
"X25773",0.0156386123680241
"X25804",0.00428571428571429
"X25811",0.0136747474747475
"X25820",0.00383333333333334
"X25827",0.00377777777777778
"X25836",0.002
"X25845",0.00375
"X25860",0.194097000911802
"X25864",0
"X25895",0.00375
"X25917",0.0472444444444444
"X25919",0.00376470588235294
"X25947",0
"X25968",0
"X25973",0
"X25985",0.0149112554112554
"X26006",0
"X26057",0.0503165104615082
"X26093",0
"X26113",0.00705882352941176
"X26121",0.0556864688575215
"X26153",0.0107894736842105
"X26218",0.00266666666666667
"X26230",0
"X26263",0
"X26362",0.003
"X26373",0
"X26374",0.00266666666666667
"X26406",0
"X26416",0
"X26437",0
"X26442",0
"X26471",0.356175544603439
"X26513",0
"X26569",0
"X26596",0.0227121349612275
"X26689",0.018925
"X26732",0.0168
"X26777",0
"X26792",0
"X26838",0.0189037593984962
"X26840",0.0440556102823905
"X26886",0.0084
"X27021",0
"X27027",0
"X27029",0.332798303564846
"X27072",0.0129895052473763
"X27156",0.00380952380952381
"X27183",0.0116
"X27198",0
"X27226",0
"X27238",0
"X27247",0.0258199887069452
"X27290",0
"X27307",0.0137912457912458
"X27333",0.0138285714285714
"X27386",0
"X27387",0
"X27391",0
"X27394",0
"X27430",0.0456585396755782
"X27437",0
"X27492",0
"X27594",0
"X27637",0.00366666666666667
"X27674",0
"X27715",0
"X27717",0.0181010101010101
"X27726",0.0100588235294118
"X27738",0.0251395902343271
"X27768",0
"X27843",0.0199078341013825
"X27855",0.00635897435897436
"X27883",0
"X27898",0.00355555555555556
"X27977",0
"X27985",0
"X28012",0
"X28026",0.0111346153846154
"X28060",0.003
"X28087",0.0038
"X28108",0
"X28110",0
