"","p-value"
"X9927",0.83716376207079
"X9928",0.686885110208319
"X9943",0.790145777477331
"X9963",0.802050113116874
"X9987",0.889724549958735
"X9988",0.736783548117911
"X9991",0.840358406653624
"X9998",0.676670101772531
"X10001",0.628606155913531
"X10002",0.895840978724986
"X10007",0.883016182618943
"X10012",0.883240901631127
"X10014",0.338364419969683
"X10021",0.826528690004605
"X10025",0.779374854732944
"X10039",0.895200185323328
"X10041",8.25874257413218e-14
"X10085",0.803607829332322
"X10101",0.902590178776528
"X10116",0.296721405601007
"X10121",0.926944754868989
"X10124",0.772494447156297
"X10125",0.519940760734716
"X10131",0.90316696481995
"X10138",0.856608300671256
"X10140",0.87544166300766
"X10145",0.895439210352475
"X10146",0.884837948582594
"X10148",0.899086633026077
"X10194",0.837415476070728
"X10204",0.937657417525275
"X10216",0.766820860640854
"X10233",0.803001627804869
"X10234",0.898203004681532
"X10238",0.421263974853971
"X10264",0.000696947870615635
"X10287",0.868220812633125
"X10301",0.716198872125969
"X10302",0.871273402305779
"X10308",0.758081222083296
"X10313",0.772074067059182
"X10326",0.830348716545454
"X10327",0.842580450234096
"X10334",0.860435080025318
"X10337",0.89639440337025
"X10343",0.823604586154013
"X10350",0.837445696236488
"X10361",0.883965389442415
"X10378",4.00479652628188e-18
"X10397",0.845442755023269
"X10399",0.441725075731567
"X10409",0.934086109981315
"X10426",0.935663992204595
"X10432",0.889113006852279
"X10435",8.21457941558405e-180
"X10452",0.897498288687306
"X10456",0.925264799360674
"X10459",0.792944145375421
"X10461",3.0380776782978e-194
"X10494",0.81818514034277
"X10526",0.908218134730376
"X10535",0.911647399731437
"X10539",0.895997344580159
"X10541",0.652083093132802
"X10542",0.757695089224048
"X10556",0.844717107195229
"X10563",0.897204491822449
"X10566",0.867645380345089
"X10608",2.78622730811971e-26
"X10615",0.802070069031935
"X10616",0.822649213742953
"X10617",0.924429594433882
"X10619",0.841753044772761
"X10633",0.861733285858766
"X10640",0.917531247991342
"X10641",5.33937897207003e-43
"X10646",0.859514586489978
"X10650",0.879873052036725
"X10653",0.298608345984393
"X10676",0.908340944875119
"X10677",0.862861016293213
"X10703",0.921255249845796
"X10712",0.787685715873972
"X10716",0.917251311078698
"X10720",0.880967218009383
"X10734",0.793956878321482
"X10740",0.864745826467651
"X10745",0.247602587657007
"X10747",0.462902919080987
"X10761",0.568145713258319
"X10773",0.886831091995768
"X10799",0.911597132824655
"X10800",0.64339494741066
"X10810",0.932499344460509
"X10813",0.909466599443255
"X10817",0.844164371347495
"X10822",0.707415547704287
"X10824",0.876600226753261
"X10826",0.92166340457534
"X10830",0.342831504212904
"X10847",0.813667322862916
"X10866",0.733566665173457
"X10896",0.0241863891933771
"X10912",0.194717788479628
"X10917",0.745492331659386
"X10922",1.49366922390278e-305
"X10926",0.700713558462661
"X10930",0.0173268339288664
"X10931",0.856993976678143
"X10937",0.732540893722084
"X10942",0.479089475488318
"X10944",1.10267444991195e-35
"X10959",0.673797662596294
"X10999",0.420449131386506
"X11021",0.750042360994794
"X11031",6.01356069378867e-21
"X11035",0.848724428240357
"X11040",0.945004489711318
"X11074",0.930275567380792
"X11077",0.92439490655764
"X11110",0.965948931068978
"X11119",0.911684048362393
"X11140",3.96329236548094e-05
"X11142",0.648001222577809
"X11169",0.895476899481019
"X11173",0.950880389949001
"X11186",0.769163585971917
"X11188",0.772686356145291
"X11190",0.963072414446759
"X11212",0.819041663505389
"X11225",0.868238148061505
"X11230",0.956065336178746
"X11258",0.924287303488285
"X11259",0.000205049057529053
"X11282",0.867510276142859
"X11298",0.745911478349927
"X11331",0.897717203981626
"X11334",0.629316409862062
"X11342",0.682741756405521
"X11378",0.841252515683256
"X11383",0.155939752239467
"X11384",0.0855600350620229
"X11392",0.791872968237402
"X11395",0.000789209089687311
"X11397",0.487103142799994
"X11399",0.896316063502386
"X11401",0.958929449171341
"X11406",0.801602862166396
"X11411",0.00102913136955805
"X11433",0.933901071009298
"X11452",0.868028809668921
"X11490",0.346801413185174
"X11491",0.000883013051640224
"X11492",0.675665899648006
"X11493",0.892625483423367
"X11494",0.875117283984792
"X11501",0.787027231616026
"X11503",0.832572899109908
"X11505",0.805128528016051
"X11545",0.92463006650822
"X11553",0.84480734643371
"X11566",0.885064664465733
"X11567",0.779375786233592
"X11574",0.71974703093395
"X11581",0.649772417947281
"X11584",0.921273538393662
"X11587",0.884815435551645
"X11591",0.750928639857103
"X11592",0.925234104417714
"X11594",0.725722904859321
"X11600",0.939264387376557
"X11616",0.926563267496143
"X11644",0.121157599270066
"X11647",0.941341876128794
"X11648",0.834615116066734
"X11660",0.910994529974874
"X11661",0.875641485288152
"X11666",0.750165294708886
"X11668",0.457445996684413
"X11679",0.964563621280908
"X11703",0.807592612623832
"X11709",0.85600405725576
"X11712",0.562833401543426
"X11726",0.768033883984734
"X11758",0.857673412799275
"X11783",0.0355476462562988
"X11796",0.745841051917079
"X11812",0.546013068045544
"X11814",0.846252504390831
"X11817",0.955556120266439
"X11821",0.852933346271766
"X11827",0.672948656357821
"X11873",0.909287046417529
"X11880",0.780770919825418
"X11895",0.153233243702701
"X11896",0.958700305317953
"X11897",0.902175095195665
"X11899",0.358842154345558
"X11900",0.867123316021124
"X11904",0.915876947426742
"X11906",0.913538242253952
"X11911",0.891508249830175
"X11927",0.920124165365853
"X11954",0.883295712274729
"X11962",0.871932518491852
"X11970",0.827648399049125
"X11981",0.772597867534132
"X11983",0.933937317581001
"X11998",2.93891003016282e-06
"X12002",0.708631444523065
"X12007",0.823007498834205
"X12009",0.802143064554266
"X12012",0.869468572060709
"X12030",0.850182190521394
"X12031",0.792128672396744
"X12072",0.593774962182805
"X12075",5.92694433692255e-91
"X12082",0.874731295266261
"X12095",0.854480738537629
"X12098",0.878030163771406
"X12099",0.777654967076017
"X12172",0.918713392729092
"X12174",0.843801114006532
"X12178",0.903970985893511
"X12180",0.846459022360208
"X12224",0.602192905852396
"X12246",0.932188061975325
"X12249",0.820132600667862
"X12252",0.975107149976507
"X12257",0.895671581237848
"X12263",0.741466974977222
"X12265",0.240541863450881
"X12266",0.889803584612309
"X12270",4.06072942288252e-13
"X12274",0.901385710892245
"X12291",0.625812265683932
"X12318",0.905920534788281
"X12327",0.306112581942881
"X12336",0.903452836080968
"X12350",0.869236259140549
"X12351",0.879811506134492
"X12362",0.953545149745712
"X12381",0.700806669795018
"X12388",0.613463012815726
"X12415",0.753495996669328
"X12434",0.933845709131128
"X12441",0.739035770182276
"X12447",3.03511690100568e-51
"X12449",0.894393343723993
"X12459",0.818671983765782
"X12460",0.883763019526474
"X12492",0.850182149294295
"X12500",0.888665434288334
"X12528",0.896339065996366
"X12537",3.73320434292939e-18
"X12543",0.921971445964498
"X12597",0.703828069186275
"X12600",0.245210302032996
"X12605",1.39210187790321e-68
"X12607",0.838181342524495
"X12616",0.896155606580472
"X12618",0.914894847455795
"X12619",0.0643089217217964
"X12621",0.919244674593801
"X12622",0.351171239117042
"X12623",0.843301280507267
"X12624",9.19860825659924e-10
"X12626",0.703453165677603
"X12630",0.857859491138531
"X12636",0.905817530893136
"X12639",0.683158580451035
"X12646",0.387521740479116
"X12681",0.808598674260406
"X12704",0.861763861495381
"X12707",0.633551153480303
"X12710",2.7019200075237e-17
"X12721",0.902146061660596
"X12723",0.83428616844403
"X12726",0.683234190797885
"X12737",0.839105025159348
"X12738",0.702229017894279
"X12743",0.781555539266202
"X12766",0.817949105742616
"X12778",0.866584392327844
"X12806",0.642625495988195
"X12812",0.834972910154801
"X12821",0.653481141210765
"X12835",0.701342053311585
"X12883",0.519753111756751
"X12886",0.256394423247345
"X12887",0.935746001852971
"X12889",0.934318920058078
"X12904",0.777173138936555
"X12912",0.74741529652217
"X12914",0.548246367823673
"X12964",0.800373701142331
"X12991",0.880857336437008
"X12994",0.758254825160294
"X12997",0.749196463514517
"X13000",0.857803538213295
"X13019",3.42661060304778e-37
"X13054",0.779231471946709
"X13076",0.865931320319412
"X13078",0.881232341367025
"X13088",0.107116041617811
"X13089",0.85443949558565
"X13093",0.812633290911747
"X13100",0.412034529489476
"X13115",0.430698727820459
"X13116",0.171805285624882
"X13127",0.624715451358524
"X13161",0.788553367676611
"X13167",0.84904878317808
"X13191",0.893100405505428
"X13193",0.790854676084307
"X13222",0.727923248582688
"X13225",0.511797549252689
"X13236",0.591376606055008
"X13248",0.860192223760192
"X13253",0.63856127543112
"X13254",0.00118088859822607
"X13255",0.896008296055721
"X13257",0.891690172205325
"X13259",0.886103043500473
"X13275",0.892294879502632
"X13285",1.49130276303998e-134
"X13286",0.835929697324535
"X13294",8.62330183158879e-07
"X13337",0.955576459868086
"X13348",0.78677210805847
"X13353",0.624705706172449
"X13360",0.84621121798851
"X13361",0.866065573159331
"X13365",0.592745981758615
"X13431",0.832511197294098
"X13441",2.1136168153878e-66
"X13447",0.790065574318996
"X13449",0.496186815376308
"X13451",0.808684866772298
"X13456",0.891337096265889
"X13487",8.1718579814073e-16
"X13513",0.88424961544237
"X13520",0.871951256004229
"X13521",0.827078158008556
"X13538",0.0891950637487805
"X13545",2.22637602846878e-24
"X13577",0.902777263420757
"X13609",0.897321449985453
"X13622",0.917464114827066
"X13623",0.888893626278817
"X13626",4.00135615784248e-10
"X13664",0.776983807378455
"X13674",0.63305139719966
"X13676",0.841891771237879
"X13681",0.896458074668121
"X13704",0.867930090641448
"X13707",2.97592675042899e-08
"X13720",0.86093428688653
"X13734",0.784875746587243
"X13740",0.836330121975963
"X13744",0.813511065624643
"X13747",0.918634452852807
"X13750",0.896958766504252
"X13753",0.983071963741424
"X13757",0.85408898446224
"X13768",0.829338656979593
"X13773",0.897663136795787
"X13778",0.72692732341707
"X13797",0.870410559700597
"X13798",0.903490703929603
"X13832",0.835017901421652
"X13833",0.763484213361258
"X13868",0.71330500492031
"X13870",0.950279392623835
"X13874",3.3810946873353e-127
"X13885",0.895347029943588
"X13886",0.862215467030073
"X13899",0.825700110932391
"X13916",0.906050797157664
"X13935",0.285257004286022
"X13944",0.000339105234548925
"X13946",0.772628568680196
"X13951",0.844083777439897
"X13958",0.948824801303114
"X13959",0.907069845304896
"X13961",0.892265362033757
"X13962",0.897431989116554
"X13969",0.912724482219746
"X13970",0.84995221612794
"X13980",0.886600437224041
"X14044",0.894039498231235
"X14051",0.914183832900464
"X14057",0.794184452050531
"X14083",0.915681938627997
"X14086",0.913333337261975
"X14094",0.836446348803535
"X14101",0.705424741228864
"X14118",0.909636849595
"X14125",0.0383544190443001
"X14126",0.908309398884318
"X14127",1.96604006723607e-79
"X14146",0.876814130621062
"X14169",0.765740176269056
"X14176",0.864319998840566
"X14177",0.553790211955056
"X14184",0.921994341503725
"X14185",0.97720567161204
"X14193",0.799617739263212
"X14199",0.895356144972837
"X14212",0.899839546470893
"X14213",0.801137806778694
"X14214",0.505816490896488
"X14238",0.827865058521815
"X14241",0.977398899809646
"X14250",0.908866238652986
"X14259",0.847789461954797
"X14261",0.868368416068099
"X14263",0.928916697731354
"X14265",0.833617833784027
"X14308",0.887144272541368
"X14325",0.836283961964015
"X14379",0.78131651546571
"X14382",0.475578227734318
"X14383",0.923668539216914
"X14395",0.904903310269772
"X14397",0.823210754306394
"X14407",0.830958064716231
"X14416",0.883494727538604
"X14419",0.91650691827179
"X14442",0.66865764896267
"X14467",0.672352730109885
"X14475",0.700325811090014
"X14477",0.912178507306965
"X14482",0.869154447068953
"X14484",0.713131599381812
"X14494",0.718557365143731
"X14498",0.755529748790809
"X14501",1.99460175436511e-27
"X14508",0.00784220613277226
"X14523",0.903606306258842
"X14536",0.87076447935369
"X14546",7.0887767826547e-06
"X14547",0.789016098915722
"X14554",0.905320356058499
"X14557",0.723504499726408
"X14558",7.52240320046026e-59
"X14567",0.666192144609266
"X14571",0.895497777863475
"X14572",0.893463267015516
"X14578",0.664703268204943
"X14604",0.639240343613602
"X14618",0.906328934034789
"X14625",0.788617784626749
"X14643",0.665087743712192
"X14647",0.931133988958594
"X14654",0.865857635980016
"X14656",0.829326928807059
"X14659",0.83443596918257
"X14670",0.923246187336182
"X14709",0.870519936355317
"X14722",0.882589819994659
"X14727",0.875777284321179
"X14730",0.929599552795015
"X14736",0.919113710515334
"X14737",0.937056510942602
"X14742",8.31256431735239e-31
"X14756",0.823408314075028
"X14760",0.662679986136535
"X14767",0.945582130388534
"X14789",0.701787604596448
"X14799",0.760849373332023
"X14802",0.8233654849269
"X14805",0.907259744509851
"X14816",0.711895927965055
"X14817",0.876924853286411
"X14818",0.632644891669293
"X14881",0.765639552274144
"X14885",0.760228048494041
"X14887",8.33060512936248e-11
"X14911",0.909085851327636
"X14919",0.760107626127031
"X14928",0.292266223175664
"X14933",0.863420950243254
"X14945",0.72390316492938
"X14957",0.864908207418284
"X14959",0.774473903786282
"X14975",1.10184076623851e-19
"X15005",0.872830827585562
"X15019",0.441940311702025
"X15020",0.93266786128678
"X15022",0.875511172217594
"X15029",0.879610256084918
"X15030",0.807034845796941
"X15034",0.782856770246532
"X15059",0.724504721507079
"X15068",0.902338398391812
"X15086",0.846805362413569
"X15102",0.910519885256226
"X15114",0.951338241639572
"X15116",0.923891292727354
"X15117",0.520327624536107
"X15118",2.01122915034234e-25
"X15165",8.46390524339417e-20
"X15166",0.844924096104699
"X15176",0.866197672811818
"X15180",0.0797917006823884
"X15181",0.879767643073215
"X15184",0.90805167401216
"X15223",0.394121184550814
"X15239",1.2988312360315e-110
"X15240",6.0400539419021e-113
"X15245",0.784038231400458
"X15251",0.853676605981752
"X15256",0.925812959218646
"X15257",0.853655084085967
"X15259",0.75820435492556
"X15280",0.883952538966157
"X15300",0.955729309210869
"X15305",0.689584244976695
"X15306",0.87880922885394
"X15318",0.000107880264375878
"X15324",4.21000365824683e-25
"X15334",0.878030654529793
"X15335",0.81087171355605
"X15373",0.868985005905712
"X15376",0.929568665541668
"X15377",0.680153089192078
"X15388",0.956947544655943
"X15400",0.868153021988809
"X15428",0.782522012248226
"X15438",0.950496547081378
"X15440",0.912659479942366
"X15450",2.50212083916371e-09
"X15458",0.500740953800427
"X15466",0.752189991482415
"X15467",0.644951570111105
"X15468",0.711599357180773
"X15527",0.0101608076020781
"X15541",0.907539389502566
"X15543",0.760410483693093
"X15564",0.764766210593856
"X15567",0.797421952224598
"X15573",0.9356677358628
"X15582",0.734583706111743
"X15593",0.881061297112023
"X15602",0.664917406813074
"X15609",0.712188243843438
"X15614",0.876884451652691
"X15625",0.364457004068979
"X15638",0.732930117181656
"X15642",0.965078260278944
"X15655",0.697295876469471
"X15672",0.78524948145568
"X15677",0.937258457452032
"X15683",0.903843562372339
"X15710",0.878273781180101
"X15714",0.874247434999531
"X15718",0.900903565890287
"X15725",0.640801920979267
"X15729",0.275286835128745
"X15732",0.889652468643208
"X15733",5.60782403059402e-59
"X15740",0.796567834914746
"X15752",0.909177902618736
"X15765",0.545060217243014
"X15782",0.77523734120729
"X15788",0.794017762459134
"X15798",0.846829989305246
"X15805",0.0200426297013248
"X15809",8.6298109505954e-09
"X15810",5.96458735716042e-34
"X15816",0.905717106674753
"X15826",0.878114502054734
"X15830",0.841791690343122
"X15837",0.803903815691958
"X15852",0.628638201583651
"X15861",0.643245947424758
"X15865",0.806678203761056
"X15867",0.837432877596701
"X15872",3.2822945863076e-38
"X15883",0.852349966104853
"X15885",0.888269642746275
"X15888",0.942481145588016
"X15892",0.862907503577869
"X15893",0.788844525815495
"X15898",0.868243344867514
"X15943",0.931970820273344
"X15945",0.83986817842857
"X15949",0.687408617818639
"X15962",0.870299802804471
"X15966",0.941153344298195
"X15973",0.880322310168722
"X16005",0.952398210605135
"X16036",0.720748956686771
"X16039",0.96964152458871
"X16040",0.122560990240286
"X16041",0.852632999784576
"X16083",0.7700347172765
"X16089",0.762709592327028
"X16091",0.836589849070825
"X16107",0.925079359039602
"X16110",0.903776532353113
"X16136",0.732413398187266
"X16150",0.724683104678867
"X16155",0.83899003733198
"X16163",0.920318686478858
"X16164",0.664372759463659
"X16168",0.885474819978109
"X16169",0.854968855463298
"X16171",0.854296477530296
"X16173",0.813331526640814
"X16205",0.901939143700725
"X16212",0.910027915587532
"X16223",2.51445947040931e-40
"X16224",0.19516418019057
"X16227",0.918963335312947
"X16234",0.414736781306006
"X16292",2.86296667033581e-35
"X16293",0.939289645053914
"X16308",0.766648802706235
"X16310",0.710462714961842
"X16326",0.833580753650093
"X16347",7.2404523446869e-98
"X16354",0.611980277723528
"X16358",0.879367183215067
"X16368",0.799169365345812
"X16369",0.87144535925549
"X16370",0.934477595278531
"X16409",0.919433948589427
"X16410",0.750469410073183
"X16411",0.912021493694869
"X16423",0.790690148255997
"X16424",0.869409078141219
"X16428",1.39579423436974e-22
"X16431",0.903427245002174
"X16432",0.0416014917929413
"X16437",0.0878211052610171
"X16465",0.843617473698348
"X16489",0.891348961188964
"X16497",0.793648282664356
"X16509",0.932785226584379
"X16510",0.91205138763761
"X16521",0.524122938591805
"X16522",0.727095983196426
"X16528",1.86275072757478e-18
"X16536",0.798148851782602
"X16539",0.871866888519081
"X16569",0.712310591954934
"X16575",0.918773935166121
"X16599",0.74352256073079
"X16638",0.896583753944769
"X16643",0.701876566160903
"X16648",0.72783719718048
"X16655",0.718074671656886
"X16662",0.877734334272168
"X16667",0.712354153724202
"X16694",0.894058074558502
"X16699",0.797395309307662
"X16703",0.884382237572225
"X16713",0.600710768341877
"X16721",0.326727875550394
"X16723",0.873438843915625
"X16724",0.93827603592893
"X16731",4.4443455875926e-08
"X16734",0.32118286156525
"X16776",0.824989676380441
"X16783",0.846983164510084
"X16794",0.962722658938353
"X16797",0.780346152798557
"X16846",0.516645321319584
"X16847",0.866200621052553
"X16849",1.68210578944308e-17
"X16862",0.782687317195783
"X16865",0.209870312273652
"X16867",0.849846837855109
"X16879",0.842733879046377
"X16900",0.928494155588115
"X16904",0.865331858020032
"X16910",0.822883502880271
"X16925",0.871718532633764
"X16926",0.794695235284282
"X16950",0.864800913876703
"X16951",0.167018827105123
"X16958",0.899729332851594
"X16965",0.948121055382826
"X16972",0.928755178948376
"X16983",0.860307576246251
"X16985",0.83875868351487
"X16994",0.889711591448734
"X16995",0.924827457596533
"X16996",0.851713755893903
"X16999",0.811746240327317
"X17000",0.659743627282841
"X17032",0.87359861096056
"X17036",0.76939206074784
"X17042",0.625264758238868
"X17043",0.799035486688493
"X17049",2.37693479664484e-06
"X17058",0.841050303041242
"X17062",0.740414150338194
"X17066",0.847725379154684
"X17081",0.833812227376087
"X17113",0.000250507269823566
"X17116",6.38612061317211e-42
"X17121",0.491471588644978
"X17129",0.846942369144464
"X17139",0.894778736892819
"X17140",0.524251860068163
"X17145",0.910588964889234
"X17177",0.905440882760268
"X17181",0.835052184615078
"X17188",0.959930486569718
"X17213",0.907024684313288
"X17228",0.896225035687933
"X17232",0.864905972911893
"X17235",0.774690011654638
"X17239",0.898982261944087
"X17240",0.124091862237698
"X17264",0.853167991915984
"X17282",0.851690209711607
"X17292",0.844414953324392
"X17294",0.786789356227881
"X17311",0.931972036075858
"X17330",0.744863398863931
"X17342",0.696821747128384
"X17345",0.909880909106098
"X17349",0.841665219408797
"X17360",0.9035009000122
"X17381",0.907287145049074
"X17385",0.844275252903796
"X17403",0.975009400463281
"X17408",0.219153181201664
"X17409",0.922347364258634
"X17410",0.000114174764276893
"X17412",0.895047336896489
"X17416",0.860973319304072
"X17432",0.397329060898796
"X17457",0.904045492587948
"X17461",0.498038795023932
"X17466",2.40586682652669e-05
"X17469",0.900834632484217
"X17471",0.802630262241633
"X17512",0.884484863703906
"X17518",0.775103425035993
"X17535",0.226261385470319
"X17538",0.6803334943434
"X17539",0.858883551050038
"X17541",0.844085425497643
"X17551",0.87098437008648
"X17576",0.937222833969124
"X17641",1.56726109723436e-08
"X17681",0.835235211627328
"X17685",0.751922903005356
"X17686",0.95743293994813
"X17688",0.823335508957876
"X17691",0.879372556487407
"X17697",0.384778985487748
"X17706",0.896045541702536
"X17722",0.808766225708024
"X17723",0.624664871354476
"X17724",0.894589979372997
"X17726",0.758057738439631
"X17741",0.887842719122579
"X17745",0.824072094876805
"X17747",0.922978602592214
"X17759",0.876615989742999
"X17778",0.807326303018989
"X17785",0.834877973953558
"X17790",1.60332068860525e-38
"X17793",0.761699178501121
"X17795",0.798140320996342
"X17799",2.6082827713717e-31
"X17800",0.80473991414415
"X17805",0.439250110254315
"X17815",0.497491402709796
"X17816",0.000110557411576384
"X17829",0.894063798610233
"X17861",0.904320421581478
"X17866",0.828063780377402
"X17867",0.929843664562482
"X17868",0.777862732151271
"X17872",0.683941556489283
"X17878",0.907784248998569
"X17879",0.704935616440674
"X17885",0.827609342327843
"X17911",0.807145771750962
"X17918",0.757006767690305
"X17926",0.865547002763392
"X17941",0.779346014254249
"X17947",0.898307691747898
"X17953",0.776743557859754
"X17955",0.885186651595099
"X17972",0.936767602072886
"X17988",0.900680068720957
"X17996",0.765766139152571
"X18001",0.804324615873974
"X18015",0.889531672943251
"X18032",0.87421211988478
"X18036",1.49872603281156e-06
"X18040",0.740141217959799
"X18044",0.982522295842501
"X18051",0.905482370190476
"X18057",0.908479816641916
"X18059",3.01034946995961e-21
"X18062",5.64140627130558e-58
"X18075",0.690291975415523
"X18128",0.943174234254766
"X18129",1.89032657798888e-18
"X18161",0.910604081125117
"X18169",1.37059311446533e-16
"X18172",0.897387820804828
"X18185",0.745830571436757
"X18197",8.71954747591401e-202
"X18220",0.831488852096072
"X18230",0.900926194403941
"X18266",3.29247624718275e-08
"X18268",0.00559677694945327
"X18271",0.776527151116919
"X18335",0.931580776604429
"X18356",0.858904917031696
"X18359",0.880707186362877
"X18368",0.248649104198803
"X18369",0.729856800973318
"X18374",0.771787759206831
"X18380",0.880886874568971
"X18385",0.853749664330476
"X18386",0.732477848259573
"X18387",0.939782089547091
"X18426",0.853423673441743
"X18446",0.791703577429187
"X18447",0.909812347026727
"X18476",0.919627088029234
"X18485",0.555034762317803
"X18487",0.742911026129996
"X18495",0.953324689845103
"X18506",0.639697850746611
"X18520",0.916988305356416
"X18533",0.863351445400021
"X18543",0.908852154800439
"X18555",0.838298469069713
"X18556",0.864944973509609
"X18574",0.928660444181753
"X18603",0.838383122973997
"X18615",0.75719031249112
"X18619",0.954963774509897
"X18653",1.61248711517821e-91
"X18664",0.75629728032763
"X18667",0.830791357681527
"X18700",0.862661609584051
"X18704",0.809406804685728
"X18705",0.795411760911278
"X18709",0.897828972132161
"X18749",0.913710547934449
"X18754",0.857789714396313
"X18756",0.727023384773575
"X18757",0.799529008748158
"X18758",0.872792162108882
"X18762",4.942422619717e-50
"X18765",0.863566133171298
"X18771",0.926116195608791
"X18779",0.812950958167588
"X18802",0.668992392536481
"X18803",0.872660425951183
"X18820",0.799153300118388
"X18824",1.81646413424021e-100
"X18825",0.887391894914317
"X18828",0
"X18858",0.942155281626715
"X18871",0.911132795974188
"X18875",0.866900545212115
"X18877",0.620960495467455
"X18883",0.922665112190503
"X18890",0.301405775922354
"X18892",0.940009084448633
"X18915",0.870621101235451
"X18926",0.462394827036973
"X18930",0.860590546153222
"X18936",0.699970263654332
"X18950",0.829635617753198
"X18967",0.908908425940487
"X18972",0.837208036481582
"X18976",0.852110839882376
"X18982",0.902204239148352
"X19028",2.01959929158537e-79
"X19043",0.734867417995931
"X19044",0.932964392373841
"X19052",0.779646207560837
"X19063",0.859201598526091
"X19089",3.00095327975977e-55
"X19090",0.894437487368757
"X19091",0.808021217500311
"X19129",2.05952571775211e-08
"X19146",0.918224396267463
"X19149",0.888558139831102
"X19177",0.000891791456893208
"X19180",0.846966627731666
"X19187",0.787938228311505
"X19194",0.969794037447466
"X19220",0.924700823573813
"X19222",0.899441780716374
"X19234",0.669591678440646
"X19237",0.910251315906232
"X19238",0.926878684155131
"X19255",0.837450492844873
"X19294",0.899896080428515
"X19295",0.010928515517015
"X19297",0.116474943619921
"X19315",0.877475759912677
"X19322",0.897126144551897
"X19323",0.7769306532753
"X19328",0.866359521916611
"X19334",0.869066916097465
"X19336",0.85170997274164
"X19338",0.869450826350284
"X19345",0.903970353903191
"X19346",0.872990889544271
"X19357",0.968494520651315
"X19360",0.00199884141208988
"X19395",0.342203527701153
"X19403",0.942082324477383
"X19405",0.427442528569515
"X19406",0.843458521097833
"X19417",0.767120804764324
"X19442",0.85031194360112
"X19443",0.901386518570428
"X19447",0.795800018777949
"X19451",0.905403536739898
"X19462",0.757300732087154
"X19466",0.00156359168327138
"X19486",0.234803973577065
"X19532",0.847965094883863
"X19548",1.83234228541796e-05
"X19575",1.68560216642098e-102
"X19594",0.215638918421665
"X19596",0.739463845728687
"X19599",0.839827254428697
"X19604",0.864172105773711
"X19667",0.620590881187486
"X19682",0.00123410019087675
"X19689",0.929442656237069
"X19709",0.900245324972714
"X19713",0.861238653646526
"X19725",0.848535774423242
"X19738",0.111379293690471
"X19739",6.26189221266003e-42
"X19743",4.53439506005977e-08
"X19754",0.00161554833694252
"X19787",0.408790884079624
"X19788",0.881212302569938
"X19789",0.93505831503794
"X19801",0.907713355985531
"X19803",0.867985880324007
"X19814",4.34832462200174e-46
"X19817",0.848496197746182
"X19854",0.721691025944918
"X19886",0.577281471996601
"X19899",0.833092762065678
"X19903",0.918873931764037
"X19912",2.7442111760071e-20
"X19914",0.264976579586999
"X19934",0.906240191002765
"X19949",0.890735060505427
"X19953",0.89740158310466
"X19954",0.884180510164995
"X19980",0.9163877605939
"X20019",0.551860320028888
"X20026",0.772723798901515
"X20055",0.816629852881137
"X20077",0.920661842689948
"X20089",0.321637734765892
"X20099",0.159234181579943
"X20115",0.000220710724401788
"X20121",0.709952545748414
"X20154",0.799075588368565
"X20165",0.868194007920513
"X20195",0.620264818857283
"X20200",0.875506153330213
"X20206",0.932625032838832
"X20221",0.241764713552484
"X20223",0.868832367704586
"X20255",0.822201118120583
"X20258",0.74836420915645
"X20264",0.0258145777642994
"X20266",0.950819704963903
"X20272",0.521039795690602
"X20276",0.778253897605282
"X20296",0.779525063511598
"X20329",0.837813540262866
"X20358",0.928348006744728
"X20363",0.918430826665183
"X20368",0.757115181589975
"X20372",0.831559157460193
"X20382",0.649037695631164
"X20386",0.658351604452346
"X20393",0.837625994274165
"X20402",0.746013837076573
"X20409",2.44898983692463e-07
"X20412",0.875559484559099
"X20432",0.869485842733619
"X20433",0.744268298229277
"X20448",0.729511714767118
"X20461",0.774454856033027
"X20479",0.895861185069322
"X20493",0.643159826861215
"X20512",0.765577252401676
"X20530",0.927932589418824
"X20536",0.864249268663099
"X20557",0.986980178564319
"X20563",0.818053355968723
"X20571",0.793451208460182
"X20577",0.84411171439392
"X20578",0.717695351544213
"X20597",0.806270781972817
"X20608",0.162123320578597
"X20615",0.932561730366164
"X20631",3.87133542347931e-11
"X20633",0.917807630401637
"X20636",0.877692807760622
"X20653",0.909750387699013
"X20666",0.824906708154897
"X20689",0.939151529900089
"X20700",0.586669009747501
"X20719",0.467890840864396
"X20737",0.833061916919306
"X20789",0.638622687984047
"X20798",0.812641104115874
"X20809",0.800803549378492
"X20814",0.616260302304478
"X20848",0.000597758315800655
"X20857",0.90322617980206
"X20872",0.763841086839979
"X20887",0.837644112730673
"X20912",0.840225961671085
"X20914",0.895012611039057
"X20922",0.879940302731646
"X20928",0.899717967445697
"X20943",0.44594422589967
"X20956",0.94488743437093
"X20957",0.429269608222658
"X20980",0.872358064606285
"X20982",0.202148037874147
"X21002",0.734193284479283
"X21011",1.19395023866977e-18
"X21012",0.854057466446958
"X21023",0.000113779790546845
"X21029",0.78458873811644
"X21039",0.874713136414472
"X21043",0.674074303387768
"X21053",0.935948025273332
"X21063",0.729671376365244
"X21080",0.927981492572149
"X21095",0.860836978970653
"X21107",0.680775733517765
"X21146",0.906485642443507
"X21149",0.941550859004792
"X21168",0.850393936395193
