"","AUC"
"X3117",0.628472222222222
"X3133",0.503472222222222
"X3151",1
"X3158",0.548611111111111
"X3159",0.736111111111111
"X3185",0.892361111111111
"X3186",0.756944444444444
"X3191",0.510416666666667
"X3212",0.555555555555556
"X3238",1
"X3245",0.704861111111111
"X3246",0.590277777777778
"X3267",0.604166666666667
"X3269",0.854166666666667
"X3284",0.711805555555556
"X3295",0.847222222222222
"X3301",0.736111111111111
"X3305",0.677083333333333
"X3319",0.527777777777778
"X3320",1
"X3330",0.795138888888889
"X3339",1
"X3350",0.579861111111111
"X3361",0.600694444444444
"X3391",0.767361111111111
"X3408",0.777777777777778
"X3410",0.805555555555556
"X3417",0.517361111111111
"X3419",0.541666666666667
"X3430",1
"X3446",0.677083333333333
"X3454",0.628472222222222
"X3475",0.517361111111111
"X3481",0.586805555555556
"X3486",0.614583333333333
"X3490",0.583333333333333
"X3500",0.881944444444444
"X3502",0.611111111111111
"X3512",0.868055555555556
"X3515",0.576388888888889
"X3517",0.871527777777778
"X3523",0.614583333333333
"X3525",0.631944444444444
"X3527",0.770833333333333
"X3528",0.541666666666667
"X3529",0.659722222222222
"X3532",0.6875
"X3541",0.822916666666667
"X3548",0.690972222222222
"X3584",0.552083333333333
"X3586",0.53125
"X3595",0.961805555555556
"X3596",0.725694444444444
"X3599",0.545138888888889
"X3619",0.552083333333333
"X3625",0.791666666666667
"X3632",1
"X3647",0.940972222222222
"X3649",0.666666666666667
"X3667",0.65625
"X3673",1
"X3678",0.513888888888889
"X3679",1
"X3680",0.600694444444444
"X3693",0.5
"X3712",0.520833333333333
"X3715",1
"X3720",0.579861111111111
"X3746",0.638888888888889
"X3765",0.670138888888889
"X3775",1
"X3799",0.545138888888889
"X3803",1
"X3813",0.538194444444444
"X3815",0.541666666666667
"X3830",0.555555555555556
"X3831",0.5
"X3846",0.527777777777778
"X3860",0.666666666666667
"X3874",0.611111111111111
"X3878",0.739583333333333
"X3887",0.583333333333333
"X3892",0.690972222222222
"X3897",0.631944444444444
"X3900",1
"X3907",0.697916666666667
"X3917",0.569444444444444
"X3921",0.625
"X3924",0.670138888888889
"X3928",0.600694444444444
"X3929",0.635416666666667
"X3947",0.625
"X3948",0.538194444444444
"X4003",0.690972222222222
"X4005",0.53125
"X4015",0.78125
"X4036",0.53125
"X4041",0.555555555555556
"X4051",0.701388888888889
"X4075",0.506944444444444
"X4077",0.572916666666667
"X4080",0.819444444444444
"X4086",0.732638888888889
"X4099",0.739583333333333
"X4103",0.8125
"X4104",0.576388888888889
"X4116",0.534722222222222
"X4118",0.569444444444444
"X4119",0.541666666666667
"X4120",0.854166666666667
"X4128",0.607638888888889
